a,a
i,i
u,ɯ
e,e
o,o
k,k,kʲ
ky,kʲ
s,s
sh,ʃ
t,t
ch,tʃ
ts,ts
n,n,ɲ
ny,ɲ
h,h,çʲ,ɸ
hy,ç
f,ɸ
m,m,mʲ
my,mʲ
y,j
r,ɾ,ɾʲ
ry,ɾʲ
w,ɰ
g,ɡ,ɡʲ
gy,ɡʲ
z,z,dz
j,ʤ
d,d,ʤ,dz
b,b,bʲ
by,bʲ
p,p,pʲ
py,pʲ
